HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.age,Answer.assess,Answer.comments,Answer.education,Answer.enjoyment,Answer.fairprice,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.gender,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.othernativelanguage,Answer.problems,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3VAOOVPI3Z5OFONS88ZD47P1OD7LLT,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3J88R45B2HBCTNH84L0AL2PSTWWXP7,1maefl2hxb,Approved,Wed Oct 25 08:01:01 PDT 2017,Wed Oct 25 08:11:22 PDT 2017,Wed Oct 25 09:11:22 PDT 2017,2017-10-25 16:11:28 UTC,,,621,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,29,Yes,no,1,1,2,{},circle with 6,square with stripes,triangel,square,line with no arrow head and no deep curve,cylindar,cube that's almost empty,square,triangel,Arrow,one that's almost full,incomplete circle,cylinder,line with no arrow head and that's not shortest,arrow,biggest square,triangle,fattest oval,rectangle,cylinder,ribbon,fattest line with no arrow head,angel with no arrow head,line with no arrow head,arrow,arrow,big triangle,triangel,rectangle,rectangle,tornado,ribbon,fat line with no arrow head,rainbow with no arrow head,line with no arrow head,circle with many dots,square,one with 5,curve with no arrow head,triangle,sun,Female,,ADBC;DACB;DACB;CABD;ABDC;ADBC;DBCA;BDCA,7;8;4;5;2;6;1;3,1,1,1,1,1,1,1,1,yes,{},no,2;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;2;2;2;1;1,ABDC;CDAB;CADB;CABD;DBCA;CDBA;ACBD;CBDA;DCBA;BACD;CBDA;ADBC;BCDA;DCAB;ADBC;BADC;ADCB;DCAB;CDBA;BACD;DABC;BCDA;BDAC;DBAC;ACBD;ABCD;ADCB;DCBA;CBDA;BDAC;ADCB;BCAD;CADB;BDCA;CADB;DCBA;CBAD;CADB;CBAD;DCAB,41178;22361;13810;12807;17518;6089;11389;8855;23491;5136;7581;18411;5599;10079;13136;8807;12455;13695;4343;23784;4328;21705;7081;3367;9084;4868;5112;4527;3798;5067;13357;7223;10184;3769;4488;4960;8001;11206;7984;8726,sun,7;24;25;1;19;35;14;18;20;9;16;3;17;5;4;10;39;23;32;13;34;21;40;22;27;11;37;28;6;36;29;8;2;31;26;38;33;15;30;12,0,,
3VAOOVPI3Z5OFONS88ZD47P1OD7LLT,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3M0BCWMB8W9V0TB8BBMNOZ6W3QCBW8,vk2hwaix0y,Approved,Wed Oct 25 08:00:59 PDT 2017,Wed Oct 25 08:13:53 PDT 2017,Wed Oct 25 09:13:53 PDT 2017,2017-10-25 16:14:28 UTC,,,774,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,33,Yes,"Thanks for the HIT, i like it",3,1,$2 looks pretty good,{},dotted square,triangle,one dot circle,circle,arrow,cylinder,cylinder,square,triangle,bent line,almost full cylinder,triangle,cylinder,long line,arrow,big square,square,fat oval,oval,cylinder,cylinder,fat line,bent arrow,arrow,long line,arrow,big triangle,triangle,oval,post,tall cylinder,cylinder,fat line,arrow,arrow,dotted circle,square,dotted triangle,arrow,dotted square,sun,Male,,DACB;CDBA;ACBD;ADBC;DBCA;BADC;BDCA;DCAB,2;4;8;5;7;3;1;6,1,1,1,1,1,1,1,1,no,russian,some of the images were slow to load,1;2;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;2;1;2;1;2;2;2;1;2;1;2;1;2;2;2;1;1;1;2,BACD;DCAB;BACD;BDAC;BADC;ABDC;BDCA;ADCB;BCAD;DCAB;BDCA;DACB;DABC;BADC;BACD;BACD;DBCA;ADBC;CDAB;CBAD;ACBD;ACDB;ACBD;BACD;BDCA;CDAB;ABCD;BACD;DCAB;CADB;BDAC;CBDA;ACBD;BDCA;BADC;BCAD;DBAC;DBAC;DBCA;ADCB,16104;29289;5614;5497;3975;22570;20976;7848;30305;17302;5513;4088;6503;5689;8143;7636;3824;3951;6359;6497;3888;5080;4696;7623;24545;6560;9248;7520;4648;5968;4056;3368;6547;6568;4927;6415;4441;4128;6152;11568,sun,24;31;26;10;40;27;19;12;23;5;35;22;25;20;18;28;30;13;33;6;16;8;2;37;36;15;3;29;17;9;4;32;1;14;39;7;34;38;21;11,0,,
3VAOOVPI3Z5OFONS88ZD47P1OD7LLT,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3N4BPTXIO95J1SQXMOKF5E4P549UKB,hdj83wij94,Approved,Wed Oct 25 08:01:02 PDT 2017,Wed Oct 25 08:46:37 PDT 2017,Wed Oct 25 09:46:37 PDT 2017,2017-10-25 16:47:28 UTC,,,2735,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,40,No,Very interesting!,1,1,2,{},circle,triangle,circle,circle,arrow,square box,cylinder,square,circle,angled line,almost full cylinder,curved line,square box,arrow,line,square,square,large oval,rectangle,cylinder,cylinder,arrow,angle line,line,arrow,line,triangle,triangle,oval,rectangle,large cylinder,cylinder,arrow,arrow,horizontal line,square,triangle with lines,square,curved line,square with dots,sun,Male,,ADBC;ACBD;ADCB;DBAC;CDBA;DBCA;DBCA;ADBC,1;2;4;7;3;6;5;8,21,1,1,1,1,1,1,1,yes,{},No,2;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;1;1;2;2;2;1;1;2;1,ACDB;CABD;DABC;DBCA;CADB;BDAC;CADB;ACDB;DABC;CDAB;BDCA;BADC;CBDA;DCBA;ADCB;DBAC;DBCA;BACD;BDCA;ABDC;BCDA;DACB;BCAD;ADBC;ABCD;DCBA;ACDB;CDBA;CBDA;ACBD;ACDB;BADC;BCDA;BDAC;ABCD;BDAC;DBCA;CABD;CABD;ABDC,30619;6237;17930;19231;11837;31282;30362;33273;7616;16507;7189;11627;5886;13458;5888;13617;5090;8741;7672;10297;18332;25911;9186;8018;13153;12868;14992;31902;5492;7772;12901;28263;70518;12199;7203;6795;5927;11154;18027;8155,sun,4;22;17;9;6;11;3;40;31;18;21;8;39;27;30;5;29;24;23;34;26;37;7;36;25;38;20;33;32;15;14;10;2;1;35;16;13;28;19;12,0,,
3VAOOVPI3Z5OFONS88ZD47P1OD7LLT,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3TE22NPXPCPZ6S7FMQ6HLTHZ95W449,6jlv1fedw8,Approved,Wed Oct 25 08:01:00 PDT 2017,Wed Oct 25 08:11:01 PDT 2017,Wed Oct 25 09:11:01 PDT 2017,2017-10-25 16:11:28 UTC,,,601,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,32,Yes,{},3,1,3,{},textured square,stripped square,triangle,circle,straighter bar,cube,low filled cube,triangle,circle,angled noodle,fuller cylinder,u shape,cylinder,arrow,arrow,bigger square,triangle,bigger egg,oval,cylinder,twist,thick bar,arrowed bend,bar,arrow,tiny bar,square,square,egg,egg,large cylinder,cylinder,arrow,arrowless bend,bar,dotted square,stripped square,textured square,arrowless bend,dotted square,sun,Male,,CADB;DBCA;DBAC;BDCA;DBCA;CBAD;CABD;CBDA,7;2;8;6;1;5;3;4,1,1,1,1,1,1,1,1,yes,{},no,1;1;2;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;2;1;2;1;2;1;1;1;2;1,CDBA;CBAD;ADBC;DCAB;DBAC;DCBA;BCAD;DCBA;BADC;ADBC;DBCA;BACD;ACDB;BCAD;BADC;ACDB;DCAB;CABD;BCAD;ABDC;ACBD;ADBC;ABDC;CABD;BDCA;DACB;CBAD;CBDA;BDCA;DACB;ADCB;BCDA;ABCD;BCDA;CBDA;DACB;BACD;BDAC;CADB;ACDB,20300;5185;4714;6755;6528;4561;4954;6540;9706;5054;3922;3779;2772;4308;5243;7826;6394;13154;8479;4861;4031;3336;6397;5075;3635;11388;4261;5677;3189;8041;5003;5555;3420;3446;3587;4991;3840;7258;6133;2783,sun,29;18;11;1;25;32;36;9;4;38;27;40;35;39;3;5;7;6;15;10;20;21;19;23;33;13;12;26;22;24;2;16;14;28;34;37;31;8;17;30,1,,
3HUR21WDDU23FHBG56RR99MK41LYXK,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,37U1UTWH9WZ7QZWF95S7AY8E35CR8M,aqxac1grkl,Approved,Wed Oct 25 08:05:21 PDT 2017,Wed Oct 25 08:16:39 PDT 2017,Wed Oct 25 09:16:39 PDT 2017,2017-10-25 16:17:28 UTC,,,678,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,30,Yes,Thank you!,2,1,Yes,{},bottom right,line box,top left,box,top right,top right,top box,box,top right,arrow,bottom right,top left,box,arrow,arrow,square,box,box,oval,tornado right,bottom,arrow,bottom right,line,top right,arrow,triangle,box,box,oval,top left,cheese wheel,right line,curve arrow,line,circle dots,line box,bo,arrow,triangle,top right,Male,,BADC;CABD;DACB;BACD;CDAB;CBDA;ABDC;CABD,1;8;4;6;5;2;7;3,1,1,1,1,1,1,1,1,yes,{},No,1;2;1;2;1;1;2;2;2;2;1;2;1;2;1;2;1;2;1;2;2;2;1;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1,CDAB;ABDC;BCDA;ACDB;DBAC;ABCD;BCDA;BCDA;BCDA;BADC;CABD;DBAC;CDAB;BACD;BDAC;DABC;CADB;CDBA;BADC;DCBA;BACD;ACDB;DCBA;DBCA;BACD;DBAC;CDAB;CDBA;BADC;BDCA;DCBA;ABDC;CABD;CDBA;BACD;CABD;BCDA;CADB;CBAD;DABC,8065;3068;11493;2037;1845;1750;2078;2302;6502;5075;2021;2179;3259;231553;2148;2372;4572;4013;1403;1998;196739;6705;2734;7795;3674;3279;1589;1706;4754;3928;1275;4855;2272;2941;1891;1725;3697;3788;3194;3752,sun,33;22;39;20;21;32;36;23;25;31;24;40;4;17;26;6;10;9;35;29;38;11;8;19;13;3;16;7;15;27;34;37;12;28;30;18;5;2;14;1,0,,
3HUR21WDDU23FHBG56RR99MK41LYXK,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3IXQG4FA2UBKOXY0I0CVAFYL5PR9BG,8ciucphc08,Approved,Wed Oct 25 08:01:32 PDT 2017,Wed Oct 25 08:13:30 PDT 2017,Wed Oct 25 09:13:30 PDT 2017,2017-10-25 16:14:28 UTC,,,718,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,27,No,{},0,1,$2.00 ,{},5 dot square,square,1 dot circle,square,straightest line,cylinder,emptiest cube,square,longest circle,bent line,cube,open circle,empty cube,arrow,arrow,big square,square,big oval,rectangle,long ribbon,round puck,big rectangle,bent line,rectangle,long line,small line,square,square,fat rectangle,rectangle,ribbon,round puck,arrow,curved line,rectangle,dotted circle,triangle,square,bent line,triangle,sun,Male,,ADCB;ABCD;BDCA;BDCA;CBDA;CBAD;BADC;BDCA,6;3;1;2;8;5;7;4,1,1,1,1,1,1,1,1,yes,{},{},1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;2;1;1;2;2;2;2;1;2;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1,CBDA;BCAD;DCBA;BDCA;CADB;BCDA;DCAB;DCAB;BDAC;DCAB;BDCA;BCDA;CDBA;DABC;CBAD;ACBD;BCDA;CDBA;ADBC;ACDB;ABCD;ABDC;DCAB;BCAD;DCBA;CDBA;ADCB;ABCD;CBAD;CABD;CBDA;CABD;DBAC;ACDB;CADB;ABDC;ADCB;CBAD;BACD;CADB,21006;10092;11188;21983;16228;5948;6998;9605;33460;8220;19025;41657;12387;23008;10875;8005;15514;6495;8709;5342;5743;14532;9681;18156;12273;12555;4527;8172;17554;8437;9290;15109;33059;5546;6936;8310;8853;12940;14418;8428,sun,26;39;24;19;27;33;30;36;13;34;29;15;8;10;2;9;32;7;40;22;37;11;18;28;3;31;21;4;17;20;12;5;1;16;6;25;14;38;35;23,0,,
3HUR21WDDU23FHBG56RR99MK41LYXK,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3JBT3HLQF9F1YIHN53OVIN531WUZP6,bhk0zoxwfe,Approved,Wed Oct 25 08:04:59 PDT 2017,Wed Oct 25 08:55:42 PDT 2017,Wed Oct 25 09:55:42 PDT 2017,2017-10-25 16:56:28 UTC,,,3043,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,32,Yes,{},3,1,2,{},square with spots,triangle,triangle,square,almost flat line,cylinder,near empty cube,square,triangle,arrow,near full cylinder,semi-circle,cube,arrow,arrow,triangle,triangle,rectangle,rectangle,the long curly ribbon,disc,arrow,bent line with no arrow,arrow,arrow,arrow,big triangle,square,fat rectangle,rectangle,tall cylinder,cylinder,arrow,arrow,arrow,square with spots,square,triangle with spots,curved arrow,square with spots,click on the sun,Female,,BACD;CADB;DABC;DACB;ABDC;CDAB;DACB;BDCA,3;4;1;8;2;7;6;5,1,1,1,1,1,1,1,1,yes,{},no,1;1;1;2;2;1;1;2;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;2;2;2;2;2;1;1;1;2;1;1;2;2,CDBA;ACDB;ABDC;ACDB;CBDA;BACD;ADCB;ABCD;BDAC;CBAD;DACB;CDBA;BACD;ACBD;ACBD;BDCA;DACB;BCAD;CADB;DABC;ABDC;DBAC;BADC;ADBC;BDCA;BDAC;CABD;BDCA;BDCA;CDAB;BACD;BACD;ACBD;DABC;DCBA;ADCB;CADB;DCAB;ABDC;ABCD,19177;6504;4287;7649;5236;4513;13008;9006;9929;692809;2858;2069;1632;4759;1935;1586;3577;3195;2351;3881;2598;2093;5186;2058;3420;1665;1879;2340;4128;4770;4016;5895;2959;1766;2385;7694;3691;3116;4208;3454,sun,27;30;20;24;23;10;15;19;12;18;39;22;29;1;32;31;34;4;11;9;25;17;3;16;28;21;6;26;7;38;35;13;36;40;14;2;8;5;37;33,0,,
3HUR21WDDU23FHBG56RR99MK41LYXK,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3RYC5T2D746SWRVWVMUIWK34SFBRP5,ko7zuaeq33,Approved,Wed Oct 25 08:00:55 PDT 2017,Wed Oct 25 08:32:12 PDT 2017,Wed Oct 25 09:32:12 PDT 2017,2017-10-25 16:32:28 UTC,,,1877,100% (4/4),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,26,No,{},3,1,2,{},the square with buttons,triangle,circle with 1 button,empty square,arrow,cylinder,square thats almost empty,triangle,empty triangle,slightly curved line without arrow,square,half circle,almost empty object,arrow,short line without arrow,bigger square,triangle,wider oval,rectangle,cylinder,short cylinder,thicker line without arrow,bent line without arrow,arrow,long line with arrow,short line without arrow,square,sqaure,oval,oval,tall cylinder,small curvy line,thick line without arrow,curved line without arrow,line without arrow,circle with dots,square,triangle with buttons,the arrow,dotted square,sun,Male,,CADB;CABD;BACD;ACDB;BCDA;CDBA;DABC;CBAD,8;7;6;1;2;5;3;4,1,1,1,1,1,1,1,1,yes,{},no,1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;1;2;1;1,DBCA;CBAD;CBAD;DCAB;DCBA;DCBA;DBAC;DBAC;BACD;BADC;DBAC;ADBC;DBAC;BACD;CDAB;DBCA;CABD;ADCB;ACDB;CADB;CBAD;DBAC;BADC;DBCA;BACD;CDBA;DBCA;ACDB;DCBA;BCAD;CBAD;DCAB;CBAD;DBAC;DCBA;CBAD;BDCA;CDAB;ACDB;CADB,20945;12717;8563;8109;10138;7448;8536;25031;8870;5716;6083;10586;7879;4202;4255;27144;5373;14915;25512;7783;17929;19993;8799;15448;11656;13145;7455;5303;42703;8154;17304;5909;9369;18993;8318;15594;6715;14172;15095;19329,sun,36;23;25;9;2;33;26;1;8;10;16;30;34;13;21;38;6;12;20;24;4;37;39;27;11;3;17;35;28;14;22;19;7;5;32;18;31;15;40;29,0,,
3NKW03WTLMKFHFF44REBU45BWQYQWG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,30LSNF239V8JBLR731PXMFUKU912IQ,ezqhltt1cw,Approved,Wed Oct 25 08:00:59 PDT 2017,Wed Oct 25 08:49:57 PDT 2017,Wed Oct 25 09:49:57 PDT 2017,2017-10-25 16:50:28 UTC,,,2938,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,25,Yes,{},2,0,2,{},round leggo,pyramid,pyramid,roundabout,arrow,cup,cup,smurf,roundabout,hill,full cup,loop,cup,arrow,arrow,pyramid,pyramid,egg,loop,cup,ribbon,thick line,chart line,line,diagnoal of cloud,dash,pyramid,pyramid,block,road,cup,ribbon,road,arc,arrow,cheese,pyramid,pointy lego,hill,cheese,top right,Male,,ABDC;BADC;CDBA;CDBA;CBAD;BADC;DBCA;DBCA,4;8;6;3;5;2;1;7,1,1,1,1,1,1,1,1,yes,{},no,2;1;2;1;1;2;1;1;1;1;2;1;2;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2,BDCA;DABC;CABD;DBAC;DACB;CADB;CDBA;CDBA;ACDB;DCAB;ADBC;CADB;BCDA;CABD;BCAD;DCBA;CBDA;CBAD;ACBD;CBAD;ABCD;BACD;DCBA;BADC;ABDC;DBCA;CBDA;ACBD;CBAD;DCAB;ACBD;DCAB;ABDC;ABDC;ADCB;CDAB;DBAC;ABCD;CBAD;CABD,71678;10822;62008;6727;9238;13052;4167;4303;4422;4654;5687;4567;6671;15134;5255;5029;7226;9728;4216;4837;5263;3695;3983;4927;4784;3256;5753;4420;6415;15286;4231;5527;11887;3639;3799;4767;3808;6152;5455;8021,sun,31;7;38;36;12;4;20;15;28;30;40;21;34;17;39;35;6;37;32;19;11;25;13;24;9;14;1;33;18;26;22;10;29;8;27;2;5;3;23;16,1,,
3NKW03WTLMKFHFF44REBU45BWQYQWG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3ATTHHXXWB1KC1U4RQAQC5OG7I1XIV,sfg3sw069l,Approved,Wed Oct 25 08:00:55 PDT 2017,Wed Oct 25 08:20:36 PDT 2017,Wed Oct 25 09:20:36 PDT 2017,2017-10-25 16:21:28 UTC,,,1181,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,30,Confused,{},3,0,2.5,{},number 6,triangle,1 dot,square,arrow,3d cube,cube,square,triangle,arrow,3d cube,half triangle,3d cube,large line,arrow,triangle,triangle,square,rectangle,cylinder,ribbon,thick line,arrow that points right,line,arrow,arrow,square,triangle,oval,oval,large ribbon,ribbon,arrow,angular line,arrow,square,triangle,5 dot triangle,angular arrow l,square,sun,Male,,ADCB;ACDB;BACD;BADC;BADC;DCAB;DCBA;BACD,6;2;4;5;1;7;3;8,1,1,1,1,1,1,1,1,yes,{},none,2;2;2;1;2;2;1;2;1;1;1;2;2;1;1;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2,ABCD;BCDA;ACBD;BDCA;ACDB;CABD;ACDB;BCDA;CBAD;CBDA;CADB;DABC;BCAD;ABDC;ADBC;DABC;ABDC;BDAC;ADCB;ACBD;ADCB;DCBA;BCAD;DACB;DCAB;DACB;BCDA;BADC;CADB;CABD;ABCD;ABCD;BACD;ACBD;DACB;BCAD;BDCA;BDAC;CDBA;BCAD,16159;20040;31807;9568;10056;479344;11086;8433;8559;6560;6327;12362;18831;8528;7336;6680;6801;11000;7208;23158;17537;11167;8056;13256;7207;7913;22399;6607;14072;14224;50787;4941;7497;4615;12513;9215;9499;6941;6360;10335,sun,22;3;1;24;34;10;14;5;27;12;40;9;26;19;32;16;39;15;36;4;2;21;20;11;35;17;7;33;25;8;38;18;28;31;29;6;23;13;30;37,0,,
3NKW03WTLMKFHFF44REBU45BWQYQWG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3C8HJ7UOP87VDFKADNW31JB8WRJZMA,1ix3l7zkji,Approved,Wed Oct 25 08:00:58 PDT 2017,Wed Oct 25 08:18:46 PDT 2017,Wed Oct 25 09:18:46 PDT 2017,2017-10-25 16:19:28 UTC,,,1068,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,29,No,Fun thank you!,3,1,Absolutely,{},circle with dots,square,triangle,almost circle,arrow,cube,almost empty cube,triangle,triangle,arrow,almost full cyclinder,almost triangle,cube,longest line,line,triangle,triangle,rectangle,oval,tall curly ribbon,curl,arrow,bent line,arrow,long line,line,large triangle,square,oval,tall rectangle,curly ribbon,curl,arrow,curved arrow,arrow,square,triangle,square,curved arrow,triangle,sun,Female,,DACB;CBDA;CBDA;CDBA;CADB;ADBC;BCAD;ADBC,3;1;5;8;4;2;6;7,1,1,1,1,1,1,1,1,yes,N/A,{},2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;2;1;1;2;1;2;2;1;1;2;2;1;1;1;1;2;2;2;2;2;2,BDAC;DBAC;CBAD;CDAB;CBDA;ABDC;ACDB;DCBA;ADCB;BDAC;CBDA;BCDA;ABCD;DCBA;BDCA;BDAC;DCAB;CBAD;BCDA;ABCD;ACBD;DACB;ABDC;DBCA;CADB;CDAB;ACBD;ACDB;DBCA;ABCD;DABC;DBAC;CADB;ABDC;CBDA;ADCB;DBAC;DBCA;CABD;DABC,23405;3223;1936;1739;2925;1678;5473;2625;3693;4665;2302;4169;3838;9157;2694;7368;4518;2575;11902;2219;2747;3441;2519;2464;1982;2133;2312;1723;5883;2841;3833;5781;1908;2012;7079;3408;3121;2217;3898;3450,sun,35;12;30;22;26;32;36;17;29;31;9;3;1;2;5;37;27;11;15;16;10;23;18;24;34;40;7;39;4;8;25;19;13;6;21;14;38;20;28;33,0,,
