HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.comment,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3ZXNP4Z39RYP03YQ4EY3L270OZ67LH,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3A4TN5196LVWD88PUCWIYG2RKNOHCO,wcf4uyend0,Approved,Fri Feb 10 07:47:40 PST 2017,Fri Feb 10 08:01:52 PST 2017,Fri Feb 10 11:01:52 PST 2017,Fri Feb 10 08:04:59 PST 2017,,,852,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},circle with 6 dots inside,solid triangle,solid triangle,square,circle with dots inside,nearly full cylinder,curved line,triangle with one dot,squiggly with tapered ends,least flat angle,flat line,cloud,cylinder nearly full of liquid,circle,star,squiggly tapering at ends,larger of solid triangles,oval,star,oval filled with dots,empty cube,sun,solid square,thicker line without arrow,line without arrow,longer of lines without an arrow,straight line,squiggly line,part of a triangle,square,squiggly with tapered ends,tall cylinder,square with dots inside,star,less thick line without an arrow,triangle with lines on it,triangle with vertical lines,triangle with 5 dots inside,solid triangle,square with lots of dots,sun,2;3;4;3;3;2;1;3;1;4;2;2;3;2;3;1;4;4;4;4;4;3;3;4;1;3;3;3;3;4;1;4;3;3;3;3;4;4;4;1,CDBA;BACD;DACB;DACB;DBCA;BDAC;ADCB;BACD;BADC;CABD;BDCA;CBDA;ABCD;CBAD;DABC;DABC;BDCA;DBCA;ACDB;BCAD;ABCD;BDCA;ACBD;CBDA;ADCB;BCAD;ABDC;BDCA;ADCB;DCAB;DBAC;DBCA;DCAB;DBAC;CADB;CBDA;ACDB;CBDA;ACDB;BCAD,7910;3005;5011;5517;5664;6246;4397;5272;4471;16007;27120;4598;7104;6181;14779;4156;9780;5345;5458;8415;6016;5745;3425;5757;4636;6320;3628;2221;3855;4029;4519;2080;5512;5088;6513;4826;2784;2073;5617;6504,sun,34;4;35;11;25;38;19;15;10;20;18;8;1;7;40;31;23;12;39;30;16;24;36;9;5;32;28;21;13;3;2;26;33;27;17;37;29;22;14;6,0,,
3ZXNP4Z39RYP03YQ4EY3L270OZ67LH,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3EJJQNKU9SI0JAX8C9MDNB1DKORRH4,adjxvjics5,Approved,Fri Feb 10 07:47:33 PST 2017,Fri Feb 10 07:55:35 PST 2017,Fri Feb 10 10:55:35 PST 2017,Fri Feb 10 08:04:59 PST 2017,,,482,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,none thank you,{},cylinder,triangle with lines,tornado,line,arrow,line,straight line,square,line,arrow,box,half circle,full cylinder,line,longer line,wavy line,square,half square,oval,oval,box,arrow,cloud,circle,star,box,triangle,larger square,half triangle,vertical bar,line,cloud,arrow,straight line,circle,square,triangle,triangle,curved line without arrow,circle,sun,3;1;3;4;2;2;1;1;4;1;4;3;2;3;4;2;3;2;2;4;1;4;3;2;3;2;3;3;2;3;4;3;1;4;3;2;3;3;2;3,ACDB;DBAC;ADBC;ACDB;ACDB;CDAB;CADB;CBAD;BCAD;ADCB;BACD;ADBC;ACBD;CDBA;DACB;CADB;ABCD;BDAC;DACB;DCBA;DCBA;BACD;ABDC;BDAC;BDAC;CADB;BDAC;DACB;BDCA;DCAB;BCAD;BDAC;CDAB;CDBA;DABC;CBDA;ACBD;CDBA;ABCD;CDBA,16400;5723;4578;3215;2897;4967;7974;8648;4051;3075;2469;3206;10906;3070;2313;4297;4416;7531;4026;5931;3584;4396;12932;4327;2592;3451;3211;14074;3546;8486;6721;7861;2985;2769;2635;5380;4386;6091;3204;6911,sun,1;40;26;3;32;31;37;35;16;13;19;7;10;24;28;5;23;20;18;2;17;33;8;29;21;30;6;36;27;34;22;25;39;9;38;4;12;11;14;15,0,,
3G57RS03HHI4CDYZ6F118MUVRTK258,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,32UTUBMZ7H9IL4B3L1HR2XNIAHZBV1,99b2ajp8pc,Approved,Fri Feb 10 07:47:48 PST 2017,Fri Feb 10 07:53:01 PST 2017,Fri Feb 10 10:53:01 PST 2017,Fri Feb 10 08:04:54 PST 2017,,,313,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square without dots,triangle,circle with one dot in middle,line,most curved line,box,most empty box,triangle,line,cylinder,box,almost complete circle,box,sun,arrow,larger square,square,larger oval,bar,small squiggle,sun,sun,crooked line NOT an arrow,circle,arro,circle,line,box,imcomplete triangle,sun,line,cloud,smaller line,curved arrow,box,cicle with dots,star,square,lightening bolt,square without dots,sun,4;1;1;2;1;3;2;4;4;1;1;3;4;1;1;1;3;4;2;2;3;2;1;2;1;1;4;3;3;3;2;4;3;1;3;4;3;3;4;4,DCAB;ABCD;DBAC;ADCB;CABD;ACDB;BACD;ADCB;DBCA;DACB;DCBA;CDBA;ABDC;CDBA;BCAD;ABCD;CDBA;ABDC;CBDA;DCBA;DCBA;BADC;DABC;BDCA;BCDA;CABD;BACD;DBCA;BCDA;BACD;ABCD;DBCA;DCBA;BDAC;DCAB;ACBD;DCBA;BDCA;ADCB;ADBC,17083;3742;10449;4664;5055;5137;11453;3279;3159;18279;3768;2280;3824;1864;2225;3471;4136;2080;1704;2231;1560;3734;5959;45721;4271;2000;2407;3263;3816;2905;2695;2480;1728;4936;5631;2016;10848;3313;3336;5671,sun,18;10;11;15;25;5;2;19;30;13;17;29;23;22;31;40;4;33;12;37;34;39;35;20;28;21;6;24;27;16;38;32;14;9;26;36;3;7;8;1,0,,
3G57RS03HHI4CDYZ6F118MUVRTK258,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3DIP6YHAPD5IHVRANZ87BR9V2GBE8Z,ywzigmwjvw,Approved,Fri Feb 10 07:47:38 PST 2017,Fri Feb 10 07:51:26 PST 2017,Fri Feb 10 10:51:26 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,228,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},plain box,square,triangle,square,arrow,cube,tube,ball,line,arrow,almost filled tube,orse shoe,line,arrow,arrow,small square,wavy,regtangle,star,cookie,tornado,thin line,straight line,circle,cloud,cube,square,square,oval,sun,tornado,cloud,star,triangle,arrow,triangle,triangle,dotted triangle,curved line,triangle,sun,4;1;4;4;3;2;1;1;2;2;2;2;2;1;2;3;3;2;1;4;2;2;4;3;2;3;3;1;4;3;3;3;2;1;2;4;2;3;3;2,BCDA;DACB;ADBC;DBCA;BCDA;DBAC;ACDB;ADBC;CADB;DACB;BDAC;BACD;BADC;ADCB;ADCB;BCAD;CDAB;DCAB;ADBC;DABC;BCAD;ABCD;ABDC;ABDC;DCBA;CBAD;DBCA;ABCD;DBAC;ADBC;CBAD;BCDA;BCDA;ADCB;DBCA;DBCA;ADBC;BADC;CDAB;DBCA,29679;6983;3856;3608;5334;5888;2247;4626;3320;2527;4207;3299;2902;2985;3390;1792;3244;11968;4011;3664;5082;7456;2416;7371;2415;2267;4504;2386;4349;5318;2740;2280;2586;3245;2706;4819;5134;2015;7438;1888,sun,4;7;15;40;33;29;17;14;16;5;3;38;31;27;37;26;6;8;9;24;39;23;34;19;13;20;1;35;28;25;11;32;22;30;36;12;10;18;2;21,0,,
3G57RS03HHI4CDYZ6F118MUVRTK258,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3LYA37P8IR045THRMX3K0OC1UJSBKF,driij2znjy,Approved,Fri Feb 10 07:47:27 PST 2017,Fri Feb 10 08:35:15 PST 2017,Fri Feb 10 11:35:15 PST 2017,Fri Feb 10 09:51:23 PST 2017,,,2868,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},cylinder,Barcode Square,Open Box,Line With Dots,Big Frown,Square,Frown,Square,Triangle,Arrow,Tornado,Curved Line,Open Square,Arrow,Arrow,Triangle,Arrow,Open Square,Star,Tiny Twister,Cylinder,SUn,Cloud,Circle,Shorter Line,Line Without Arrow,Line,Triangle,Oval,Sun,Tornado,Twister,Thick Line,Triangle,Square,Triangle,Circle,Normal Triangle,Lightning,Plain Square,The Sun,3;4;2;4;3;4;4;4;4;2;3;3;4;2;3;2;2;2;3;2;2;2;2;4;1;3;4;2;3;2;4;1;3;2;2;4;2;2;1;4,CDAB;BACD;CADB;BACD;BCDA;ACDB;DABC;ACBD;BADC;CDBA;BACD;CABD;CBAD;ACBD;BDAC;CBDA;CDBA;BDCA;DBCA;CDBA;BADC;DCBA;CDAB;BDAC;DBCA;CBAD;DCAB;ADCB;ACDB;BACD;BCAD;ABDC;DACB;CDAB;BCAD;DBCA;BCAD;ACBD;ADCB;CADB,129713;3902;6688;8825;5960;7878;3986;5679;8363;7516;5968;5539;9036;4161;2830;2992;4089;3855;5323;12950;3367;6313;4160;3624;3479;2625;5558;8186;5663;3887;3368;7865;3096;2822;3041;4553;2631;2320;3816;2615,sun,14;30;3;25;23;32;37;12;31;20;15;6;9;8;16;29;19;1;7;10;18;13;24;40;21;36;39;2;28;5;34;27;11;4;17;38;33;26;35;22,0,,
3G57RS03HHI4CDYZ6F118MUVRTK258,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3QUO65DNQV12RJBCKGC8CVLY399OUT,6mb3f5ik2g,Approved,Fri Feb 10 07:47:36 PST 2017,Fri Feb 10 08:06:30 PST 2017,Fri Feb 10 11:06:30 PST 2017,Fri Feb 10 09:51:23 PST 2017,,,1134,100% (5/5),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},five dots,cup,dots,line,circle,squiggle,less full,square,line,can,box,squiggle,cloud,short line,line,squiggle,arrows,narrow,star,cylinder,sun,sun,line,circle,arrow,arrow,square,not line,oval,verticle bar,short cylinder,cylinder,arrow,triange,circle,square,star,dotless,hill,arrows,sun,1;4;4;4;2;3;4;1;3;4;4;3;3;4;1;2;3;4;2;3;4;1;3;4;4;3;2;3;3;3;2;2;2;4;2;2;4;1;2;3,BCDA;DBCA;CDBA;CDBA;ACBD;BDCA;BCDA;CDBA;CBAD;DBAC;DBCA;BADC;ABCD;ACBD;ABDC;CBDA;ABDC;DCBA;CBAD;BDCA;ABDC;DCBA;ADCB;CADB;CBAD;BACD;DBCA;ABDC;CDAB;CDBA;ABCD;DCBA;BCAD;CBAD;BDCA;CADB;ABCD;ACBD;DACB;CADB,41876;39387;63303;6624;40589;9220;9315;6723;215715;6400;18223;14550;12252;44358;5989;7882;6616;9238;18080;6435;17159;5059;12512;8048;18665;9836;10573;21914;36862;34479;32442;7159;11049;8873;9667;41392;9061;10110;11076;14453,sun,4;1;12;39;36;35;22;26;8;6;21;27;3;34;17;19;20;29;25;31;10;28;30;11;5;13;38;40;37;16;14;32;9;24;23;15;18;2;33;7,0,,
3G57RS03HHI4CDYZ6F118MUVRTK258,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3SUWZRL0MZQVDH8MUKB9RDD4WLLE6D,bjiuntk10k,Approved,Fri Feb 10 07:47:35 PST 2017,Fri Feb 10 07:58:21 PST 2017,Fri Feb 10 10:58:21 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,646,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle with 6 spots,oval,triangle,line,arrow,cube,curved line,large swirl,circle smll opening,arrow pointing right,cylinder half full,half triangle,cylinder,small line,heart,triangle,swirled line,large oval,oval,small swirl,cylinde3r,arrow,curved line,arrow,small line,arrow,line,swirl,small rectangle,sun,swirl,star,arrow,humped line,square,plain circle,triangle,circle,lightning bolt,triangle,sun,2;2;1;1;4;2;3;4;2;3;2;3;2;1;3;4;1;2;4;1;4;4;2;3;1;2;4;2;2;2;4;2;3;4;4;4;2;4;2;4,ADBC;ADCB;BCAD;ABCD;ACBD;CBAD;ADBC;CDAB;BADC;BADC;DBCA;CABD;ADCB;BDAC;BADC;ACDB;BDCA;CBDA;BADC;BACD;CADB;BACD;CADB;DABC;CBDA;BCDA;DABC;DACB;BADC;BCAD;BCDA;ABCD;DBAC;ADBC;BDCA;DBAC;DCBA;ADBC;DCBA;DBCA,23189;8041;9751;3647;4496;10378;4230;6327;4568;8777;2241;3565;4058;7606;8824;2811;4443;5353;2903;3585;3888;2753;2111;2936;8036;3840;2822;2925;7640;4719;4393;3725;8105;4063;3625;6127;6151;12707;2157;3898,sun,27;18;1;11;26;17;40;5;16;28;36;39;38;4;35;23;10;21;33;6;9;29;22;7;19;12;30;13;3;2;8;25;34;37;31;14;15;24;32;20,0,,
3OND0WXMHWS8NMUA01XBZK6AT51HE6,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,308XBLVESJHQSXUMCHCH10YFPBMBR8,m95djelu04,Approved,Fri Feb 10 07:47:30 PST 2017,Fri Feb 10 08:09:50 PST 2017,Fri Feb 10 11:09:50 PST 2017,Fri Feb 10 09:51:24 PST 2017,,,1340,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},the square with nothing in it,the vase with raised circles,the circle with 4 small dots,the swoosh,the frown,the square that is almost full,the frown,the triangle,the almost full circle,the bent line,the container that is half full,the line that looks like a z on its side,the cube,the arrow,the line,the swoosh,the swoosh,the one with three straight lines,the oval,the oval with dots,the one that looks like a cheese wheel,the sun,the arrow,the arrow,the longest straight line,the cube,the line,the square,the rectangle,the skinny rectangle,the tall round pillar,the star,the arrow,the triangle,the straight line,the triangle,the circle,the square with raised circles,the lighting bolt,the square without dots,The shape that looks like a sun,4;4;2;4;3;4;2;4;4;4;4;4;4;1;3;1;1;1;4;2;2;1;3;3;3;2;3;2;3;2;1;3;3;1;1;2;1;4;2;1,BDCA;CBDA;ACBD;ABDC;BCAD;DCBA;DACB;CDBA;CADB;BADC;DCBA;CBAD;ABDC;DCBA;ABDC;BACD;BADC;ABDC;BACD;DCBA;BDCA;ACBD;DBCA;CDAB;ADBC;BACD;CADB;DABC;BCDA;BDAC;DBAC;DACB;ABCD;ABDC;CADB;BDAC;CADB;CADB;ABCD;DBCA,45102;21457;9927;5486;4031;7472;48606;11106;8960;5454;4751;10217;13936;13532;4372;8296;6397;29530;4988;4218;3184;10638;23118;13882;4302;7312;15705;3339;8581;3071;4322;9633;10516;14480;7170;9128;3046;21384;2738;17300,sun,19;14;3;20;29;4;35;8;13;15;30;17;25;23;38;5;34;28;40;12;21;31;2;36;26;24;37;32;9;33;6;16;18;1;27;11;22;10;39;7,0,,
3OND0WXMHWS8NMUA01XBZK6AT51HE6,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,34YB12FSQZ1VMYP5NV8EGCV2Z1FMGC,0w49zetr4i,Approved,Fri Feb 10 07:47:36 PST 2017,Fri Feb 10 07:58:56 PST 2017,Fri Feb 10 10:58:56 PST 2017,Fri Feb 10 08:04:57 PST 2017,,,680,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle with six dots,striped square,circle with one dot,diagonal line,less curved line,cylinder,curved line,swirl,line,oval with dots,swirl,line that goes up and down like a wave,cube,longest line without an arrow,star,wavey line,square,rectangle,pentagram with dots,smallest swirl,sun,thickest rectangle,straight line,star,longest line without an arrow,circle with eleven dots,triangle,triangle,wider rectangle,oval,smaller cylinder,cylinder,star,arced line without an arrow point,longest line,dotless circle,circle with three dots,rectangle with six dots,arced line with an arrow,square without dots,sun,2;4;4;1;4;4;2;2;4;2;1;3;1;2;3;4;3;3;3;2;1;3;3;2;2;4;4;3;1;4;1;4;1;2;1;1;4;1;3;1,DBCA;CDBA;BADC;BCDA;CDBA;DBCA;ACBD;ACBD;ACDB;BACD;CADB;ACDB;BDCA;BCAD;BADC;CABD;DCBA;CDBA;ADBC;DBCA;BCDA;CBAD;DCAB;DACB;BACD;CABD;CDAB;CDAB;BDCA;CADB;BDAC;CABD;DCAB;DCAB;ACDB;CDBA;BCAD;CADB;CBAD;BACD,20425;20398;31004;13878;5136;10217;11696;20679;16017;18783;11175;27538;17614;7361;9768;13823;11311;7504;35561;20526;6846;10040;24618;16648;12887;31568;16831;15473;14263;8185;5816;5664;8480;4720;7712;26737;16014;9247;10441;13767,sun,33;11;38;19;24;6;7;23;29;32;20;2;13;28;3;5;25;15;26;21;22;1;31;40;9;12;14;10;36;17;39;34;16;30;27;4;37;18;35;8,0,,
3OND0WXMHWS8NMUA01XBZK6AT51HE6,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3DL65MZB8ESKTYHN4BOCDD5ES7WEC5,lxj3ml0kbf,Approved,Fri Feb 10 07:47:51 PST 2017,Fri Feb 10 09:00:35 PST 2017,Fri Feb 10 12:00:35 PST 2017,Fri Feb 10 09:51:24 PST 2017,,,4364,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},plain square,square,cube,wave,slightly curved line,cylinder,full cube,tornado,straight line,cylinder,full cylinder,half triangle,cylinder,large line,heart,small square,square,large oval,star,cylinder,square,narrow line,straight line,arrow,small line,straight line,large triangle,curved line,rectangle,rectangle,line,cylinder,star,curved line,arrow,triangle,triangle,plain triangle,curved arrow,triangle,sun,4;2;4;1;3;2;4;2;2;2;3;4;1;2;4;4;3;4;1;1;1;4;4;2;1;3;2;4;4;2;4;1;1;3;1;2;3;1;3;2,CABD;CABD;BADC;CDBA;DACB;ACBD;ABCD;ADBC;CDBA;CDAB;DCAB;CDBA;ABCD;BDCA;BCDA;ADBC;DCBA;CABD;BDAC;ACDB;BADC;DACB;DBCA;ADBC;ACDB;CABD;CDBA;CDBA;CDAB;CADB;DACB;BADC;DCAB;BADC;ACDB;DBAC;CABD;CABD;ABDC;BACD,11418;5516;6933;7291;4967;2727;2712;9323;4211;3425;2036;3625;2987;5189;5498;4835;3314;2069;2465;4929;3533;3061;2766;5974;3508;4032;3738;3011;4561;2292;11058;3515;3256;2747;2601;2468;1792;4160;4184;2609,sun,28;19;33;4;6;11;40;1;23;5;39;15;27;7;37;3;35;12;20;8;17;9;14;34;2;38;10;36;21;30;13;32;16;31;24;18;22;29;25;26,0,,
3OND0WXMHWS8NMUA01XBZK6AT51HE6,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:56 PST 2017,,,3IX2EGZR7CWWAGSY09PYZOHSXGVRJ9,gq81q9p9dp,Approved,Fri Feb 10 07:47:31 PST 2017,Fri Feb 10 08:09:15 PST 2017,Fri Feb 10 11:09:15 PST 2017,Fri Feb 10 09:51:24 PST 2017,,,1304,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},short can shape,triangle with lines,triangle,circle,very curved line,ribbon,cube that is fuller,square,circle that is almost complete,oval wit smaller circles in it,can that is fuller,line that is part of a triangle,can shape,sun,thin line,smaller square,arrow,oval that is fatter,oval,circle filled with smaller circles,square,sun,bent line arrow,arrow,arrow,line,larger triange,triangle,line that is part of a triangle,oval,tall can shape,ribbon shape,thicker line,curve arrow line,straight line,square with dots,circle with dots in it,triangle with dots in it,curved line arrow,square with no dots,circle with triangles surrounding it,3;2;2;2;2;4;1;2;4;1;2;1;4;4;4;2;1;3;1;1;3;1;4;4;1;2;3;4;3;2;2;1;1;2;3;1;1;2;1;1,CDBA;BCAD;ADBC;BADC;CABD;ACDB;CBDA;CABD;CBAD;BACD;ADCB;BACD;BADC;BADC;BDCA;CDAB;CDBA;ACBD;DACB;CADB;DBCA;CABD;CABD;DABC;ADCB;CBDA;DABC;DCAB;CBDA;ABDC;DABC;ACBD;DBCA;CADB;ABDC;CDAB;CDBA;CADB;DABC;DBAC,18784;8169;10182;4424;14307;3458;2679;5549;2243;4071;4436;5042;12488;7623;3431;5940;2201;5689;4725;2537;4201;4472;3735;9023;8725;4782;8487;4025;8114;4046;4586;8735;8546;4113;4946;2238;2991;6363;3456;2930,sun,37;27;1;22;13;30;36;7;16;38;40;24;32;18;10;25;28;15;12;31;29;33;23;19;21;39;35;5;17;6;20;8;2;9;4;26;11;3;34;14,0,,
36JW4WBR06X0T0U6VCHHH2RA56GHFO,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,304SM51WA4H2TCUZR6CMRA3BBD5BSW,zgg6v3inzh,Approved,Fri Feb 10 07:47:43 PST 2017,Fri Feb 10 08:06:19 PST 2017,Fri Feb 10 11:06:19 PST 2017,Fri Feb 10 09:51:20 PST 2017,,,1116,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,A few times the images changed WAY after it appeared they had loaded.,{},dotted square,triangle,circle with one dot,square,slightly curved line,cylinder,less full box,triangle,straight line,cylinder,square,square,cylinder,sun,star,bigger square,triangle,rectangle,star,oval,sun,thin line,cloud,star,arrow,circle,line,straighter line,oval,oval,swirl,swirl,star,star,square,triangle,triangle,triangle with dots,lightning,dotted square,sun,1;3;3;3;3;2;1;4;1;1;1;2;1;2;1;1;3;4;2;1;3;3;1;1;2;3;3;3;4;4;2;4;3;4;2;1;2;2;3;4,DBAC;ABDC;CABD;BCDA;ACBD;BACD;CBDA;ADBC;CBDA;DBAC;DACB;CBAD;ADCB;CADB;DBAC;DBAC;BACD;DBCA;CDAB;DABC;CADB;CADB;BADC;BDAC;CDAB;CADB;BDAC;DCAB;BCDA;ABDC;BCAD;BDAC;ACDB;CABD;DABC;BDCA;CDBA;ADCB;BCAD;CDBA,18602;7536;7176;5511;4776;16940;10677;6567;7967;2519;11600;30356;3499;19144;3055;5561;4911;4615;6347;3284;8129;19978;2901;3175;4601;4719;9836;4884;3257;4639;21871;4046;3458;7816;12572;6566;16589;6296;4880;4656,sun,29;38;32;10;16;5;7;9;11;30;13;20;39;34;33;18;17;25;23;2;3;21;28;4;26;36;1;6;22;14;40;12;35;37;15;24;8;31;19;27,0,,
